FID,SEG_ID,ST_NAME_ID,STNAME,SUFFIX,DIRECTION,FULLNAME,FROMLEFT,TOLEFT,FROMRIGHT,TORIGHT,ONEWAY,TYPE,STATUS,OWNER,FROM_ELEV,TO_ELEV,SEG_LENGTH,NODE_FROM,NODE_TO,CRTDT_GIS,UPDDT_GIS,Shape__Length
2217,361147,4320,MIKEBORO,CRT, ,MIKEBORO CRT,3032,3066,3025,3067,0,LOCAL,OPEN,MISS,0,0,157.2016903257,350022,350021,,8/19/2025 11:42:39 AM,217.166905420348
2218,354267,3715,GIVEN,RD, ,GIVEN RD,,,3035,3047,0,LOCAL,OPEN,MISS,0,0,56.9216649967,350022,349991,,8/19/2025 11:53:36 AM,78.6116205949953
2219,375233,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,30.5960994246,375230,375232,3/11/2003 11:53:02 AM,8/19/2025 11:38:08 AM,42.2573903057344
2220,373514,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,62.9499966164,373513,373511,2/28/2003 8:31:02 AM,8/19/2025 11:38:21 AM,86.9218504579187
2221,353378,3440,DORMER,ST, ,DORMER ST,,,936,936,0,LOCAL,OPEN,MISS,0,0,103.6588804351,351309,351327,,8/19/2025 11:57:20 AM,143.194920355888
2222,353381,2823,ASGARD,DR, ,ASGARD DR,1630,1664,1641,1665,0,LOCAL,OPEN,MISS,0,0,43.595963999,351309,351295,,8/19/2025 11:38:42 AM,60.2093039240909
2223,353773,5103,TARGA,RD, ,TARGA RD,435,451,444,444,0,LOCAL,OPEN,MISS,0,0,53.8757379346,350470,350495,,8/19/2025 11:27:13 AM,74.4208982362195
2224,353768,3069,BURSLEM,RD, ,BURSLEM RD,2534,2596,2529,2587,0,LOCAL,OPEN,MISS,0,0,271.08754431,350316,350196,,8/19/2025 11:36:22 AM,374.391070660644
2225,353126,3233,CLARINGTON,RD, ,CLARINGTON RD,1191,1205,1186,1202,0,LOCAL,OPEN,MISS,0,0,154.7210356868,351641,351670,,8/19/2025 11:48:35 AM,213.799164526304
2226,353120,3796,HAIG,BLVD, ,HAIG BLVD,1330,1438,1331,1425,0,MNRCOL,OPEN,MISS,0,0,364.5678868633,351641,351562,,8/19/2025 11:46:46 AM,503.533640813741
2227,375241,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,20.8825277445,375232,375240,3/11/2003 12:15:49 PM,8/19/2025 11:54:07 AM,28.8369720347995
2228,360934,3810,HARCOURT,CRES, ,HARCOURT CRES,2292,2368,2277,2361,0,LOCAL,OPEN,MISS,0,0,264.5438015158,351028,351051,,8/19/2025 11:41:49 AM,365.440238819038
2229,354268,3715,GIVEN,RD, ,GIVEN RD,3066,3066,3051,3075,0,LOCAL,OPEN,MISS,0,0,83.489904844,349991,349949,,8/19/2025 11:55:53 AM,115.304303794184
2230,361148,5345,WHITCHURCH,MEWS, ,WHITCHURCH MEWS,79,261,80,248,0,LOCAL,OPEN,MISS,0,0,632.5808547173,349991,349949,,8/19/2025 11:49:00 AM,873.802644659757
2231,375245,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,93.3225299807,375240,375242,3/11/2003 12:21:22 PM,8/19/2025 11:53:06 AM,128.907734946946
2232,375244,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,233.8431422058,375242,375240,3/11/2003 12:20:50 PM,8/19/2025 11:35:47 AM,323.133662804229
2233,353127,4484,ORCHARD HILL,RD, ,ORCHARD HILL RD,1403,1403,,,0,LOCAL,OPEN,MISS,0,0,101.4314209799,351767,351770,,8/19/2025 11:47:13 AM,140.102219321464
2234,353111,3198,CHERRIEBELL,RD, ,CHERRIEBELL RD,1072,1098,1069,1095,0,LOCAL,OPEN,MISS,0,0,116.9427067906,351767,351761,,8/19/2025 11:29:53 AM,161.502792312557
2235,373524,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,221.5832329908,373520,373511,2/28/2003 8:36:16 AM,8/19/2025 11:42:51 AM,305.991927271362
2236,353460,3158,CAWTHRA,RD, ,CAWTHRA RD,,,2217,2221,0,ART,OPEN,PEEL,0,0,165.7400429936,351006,350954,,8/19/2025 11:43:41 AM,228.906516393771
2237,353621,5354,WHITNEY,DR, ,WHITNEY DR,793,823,804,818,0,LOCAL,OPEN,MISS,0,0,99.516805941,351144,351167,,8/19/2025 11:52:15 AM,137.55159302486
2238,361367,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,215,215,180,180,0,MNRCOL,OPEN,MISS,0,0,109.8338183048,349343,349407,,8/19/2025 11:38:18 AM,151.475700420266
2239,361368,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,215,215,0,0,0,MNRCOL,OPEN,MISS,0,0,57.1878736251,349407,349444,,8/19/2025 11:54:58 AM,78.9048618340872
2240,353770,3342,CREWENAN,RD, ,CREWENAN RD,409,415,408,408,0,LOCAL,OPEN,MISS,0,0,45.9829815934,350340,350349,,8/19/2025 11:40:19 AM,63.5806938745272
2241,360935,3462,DUCHESS,DR, ,DUCHESS DR,789,789,776,796,0,LOCAL,OPEN,MISS,0,0,93.3427172126,351093,351106,,8/19/2025 11:46:33 AM,129.038556454453
2242,360936,4128,LINBY,ST, ,LINBY ST,2144,2196,2137,2197,0,LOCAL,OPEN,MISS,0,0,228.4065044685,351093,351028,,8/19/2025 11:52:30 AM,315.412369746182
2243,353554,3042,BROOKS,DR, ,BROOKS DR,,,,,0,LOCAL,OPEN,MISS,0,0,161.0652939276,351479,351511,,8/19/2025 11:46:47 AM,222.479303771345
2244,353372,3895,HOLBURNE,RD, ,HOLBURNE RD,1488,1588,1489,1589,0,LOCAL,OPEN,MISS,0,0,339.1504800601,351479,351413,,8/19/2025 11:44:18 AM,468.401725933086
2245,353383,2747,ALEXANDRA,BLVD, ,ALEXANDRA BLVD,1618,1622,1621,1621,0,LOCAL,OPEN,MISS,0,0,110.5875012474,351327,351305,,8/19/2025 11:34:33 AM,152.742839728087
2246,353379,3440,DORMER,ST, ,DORMER ST,957,973,952,952,0,LOCAL,OPEN,MISS,0,0,97.5422578424,351327,351342,,8/19/2025 11:29:34 AM,134.77780014597
2247,354269,3715,GIVEN,RD, ,GIVEN RD,3084,3098,3079,3079,0,LOCAL,OPEN,MISS,0,0,68.6975119346,349949,349921,,8/19/2025 11:57:03 AM,94.877922792556
2248,360931,3012,BREEZY BRAE,DR, ,BREEZY BRAE DR,2032,2080,2051,2081,0,LOCAL,OPEN,MISS,0,0,169.6316711526,351230,351194,,8/19/2025 11:37:45 AM,234.275199955436
2249,353556,4719,RIBSTON,RD, ,RIBSTON RD,869,883,858,878,0,LOCAL,OPEN,MISS,0,0,103.8918993873,351230,351254,,8/19/2025 11:38:41 AM,143.511113005517
2250,360422,3228,CLAIRCREST,AVE, ,CLAIRCREST AVE,397,457,394,458,0,LOCAL,OPEN,MISS,0,0,255.8441428681,350349,350467,,8/19/2025 11:51:38 AM,353.333063743797
2251,353771,3342,CREWENAN,RD, ,CREWENAN RD,419,467,428,464,0,LOCAL,OPEN,MISS,0,0,164.7998123091,350349,350411,,8/19/2025 11:57:01 AM,227.700474433661
2252,359413,4698,REDAN,DR, ,REDAN DR,2026,2026,2013,2013,0,LOCAL,OPEN,MISS,0,0,97.5074088852,351276,351254,,8/19/2025 11:57:31 AM,134.669131955968
2253,352725,4436,NORTH SERVICE,RD, ,NORTH SERVICE RD,907,959,,,0,MJRCOL,OPEN,MISS,0,0,232.5067096575,351276,351316,,8/19/2025 11:42:54 AM,321.268674798941
2254,362579,3773,GRENVILLE,DR, ,GRENVILLE DR,3030,3090,3027,3091,0,LOCAL,OPEN,MISS,0,0,312.183478356,350162,350002,,8/19/2025 11:33:01 AM,430.993363464433
2255,352423,3468,DUNDAS,ST,E,DUNDAS ST E,355,375,354,354,0,ART,OPEN,MISS,0,0,107.1816651205,350162,350196,,8/19/2025 11:57:14 AM,148.087675903428
2256,353109,3416,DETA,RD, ,DETA RD,1064,1092,1061,1091,0,LOCAL,OPEN,MISS,0,0,117.3125390086,351770,351765,,8/19/2025 11:47:35 AM,162.015925594914
2257,375314,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,68.8085700241,373551,375313,3/12/2003 12:08:20 PM,8/19/2025 11:56:53 AM,95.0479790419101
2258,373554,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,63.3393376978,373551,373553,2/28/2003 8:47:24 AM,8/19/2025 11:43:17 AM,87.4990668978794
2259,353843,4493,ORWELL,ST, ,ORWELL ST,565,615,570,600,0,LOCAL,OPEN,MISS,0,0,421.270253576,350662,350793,,8/19/2025 11:39:17 AM,582.076859570813
2260,353842,5118,TEDLO,ST, ,TEDLO ST,2380,2510,2465,2525,0,MNRCOL,OPEN,MISS,0,0,585.5768485185,350662,350405,,8/19/2025 11:42:12 AM,808.744561925182
2261,353622,5354,WHITNEY,DR, ,WHITNEY DR,829,847,840,850,0,LOCAL,OPEN,MISS,0,0,101.0029199578,351167,351194,,8/19/2025 11:35:49 AM,139.605322340039
2262,353123,4394,MYRON,DR, ,MYRON DR,1336,1348,1327,1353,0,LOCAL,OPEN,MISS,0,0,97.8993913413,351670,351644,,8/19/2025 11:29:06 AM,135.210210137342
2263,354270,3715,GIVEN,RD, ,GIVEN RD,3100,3156,3107,3147,0,LOCAL,OPEN,MISS,0,0,195.8367039146,349921,349814,,8/19/2025 11:32:57 AM,270.473330965015
2264,354262,4224,MAPLE GROVE,AVE, ,MAPLE GROVE AVE,289,297,286,290,0,LOCAL,OPEN,MISS,0,0,93.3662397765,349921,349954,,8/19/2025 11:57:20 AM,128.995498182013
2265,353619,5311,WEDGEWOOD,RD, ,WEDGEWOOD RD,2146,2194,2149,2191,0,LOCAL,OPEN,MISS,0,0,220.1296647759,351106,351044,,8/19/2025 11:35:27 AM,304.022697215994
2266,353617,3462,DUCHESS,DR, ,DUCHESS DR,809,819,802,832,0,LOCAL,OPEN,MISS,0,0,97.6524416745,351106,351124,,8/19/2025 11:55:55 AM,134.977700673119
2267,353603,4291,MELTON,DR, ,MELTON DR,,,720,736,0,LOCAL,OPEN,MISS,0,0,102.9635329381,350954,350982,,8/19/2025 11:26:44 AM,142.256292139381
2268,353461,3158,CAWTHRA,RD, ,CAWTHRA RD,,,2243,2269,0,ART,OPEN,PEEL,0,0,168.1146098658,350954,350893,,8/19/2025 11:43:59 AM,232.186627354162
2269,353125,4023,KENTLOW,CRT, ,KENTLOW CRT,1199,1211,1196,1208,0,LOCAL,OPEN,MISS,0,0,52.1219005952,351635,351644,,8/19/2025 11:42:58 AM,72.0213457294439
2270,353779,3864,HENSALL,ST, ,HENSALL ST,2498,2508,2497,2527,0,MNRCOL,OPEN,MISS,0,0,109.7296781003,350467,350411,,8/19/2025 11:43:59 AM,151.544804205636
2271,413982,4970,SOUTH SERVICE,RD,,SOUTH SERVICE RD,0,0,952,992,0,MJRCOL,OPEN,PROV,0,0,134.3733398744,351305,413981,11/8/2004 9:32:19 AM,8/19/2025 11:31:19 AM,185.672191862007
2272,360909,3440,DORMER,ST, ,DORMER ST,979,989,,,0,LOCAL,OPEN,MISS,0,0,58.369752199,351342,351354,,8/19/2025 11:31:14 AM,80.6461226536596
2273,353377,4387,MUIR,RD, ,MUIR RD,1516,1606,1515,1605,0,LOCAL,OPEN,MISS,0,0,281.2541250801,351410,351342,,8/19/2025 11:47:05 AM,388.487229873817
2274,373556,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,98.7285902715,373553,373555,2/28/2003 8:47:39 AM,8/19/2025 11:45:54 AM,136.389194429595
2275,373560,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,63.619815663,373557,373553,2/28/2003 8:52:49 AM,8/19/2025 11:45:12 AM,87.893236584248
2276,375315,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,65.8547844655,375313,373557,3/12/2003 12:08:20 PM,8/19/2025 11:57:25 AM,90.9515021829343
2277,375317,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,26.1152023925,375313,375316,3/12/2003 12:08:54 PM,8/19/2025 11:56:55 AM,36.0796368791962
2278,354265,3687,GAMBIN,CRT, ,GAMBIN CRT,3072,3084,3071,3079,0,LOCAL,OPEN,MISS,0,0,50.5972293411,349979,349954,,8/19/2025 11:44:54 AM,69.8796402447515
2279,362376,4698,REDAN,DR, ,REDAN DR,2046,2082,2047,2095,0,LOCAL,OPEN,MISS,0,0,179.1627564989,351254,351208,,8/19/2025 11:43:26 AM,247.434453807321
2280,353557,4719,RIBSTON,RD, ,RIBSTON RD,903,915,900,924,0,LOCAL,OPEN,MISS,0,0,98.2304347644,351254,351273,,8/19/2025 11:30:59 AM,135.730605024772
2281,355094,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,35.184767187,349275,349291,,8/19/2025 11:31:37 AM,48.6604016531564
2282,360910,3440,DORMER,ST, ,DORMER ST,1015,1029,1035,1039,0,LOCAL,OPEN,MISS,0,0,40.5338779707,351354,351372,,8/19/2025 11:33:13 AM,55.9524640336297
2283,353370,4458,OGDEN,AVE, ,OGDEN AVE,1588,1594,1573,1583,0,MJRCOL,OPEN,MISS,0,0,77.7410518323,351410,351390,,8/19/2025 11:41:21 AM,107.37042509664
2284,352424,3468,DUNDAS,ST,E,DUNDAS ST E,379,395,400,400,0,ART,OPEN,MISS,0,0,60.391514851,350196,350222,,8/19/2025 11:51:08 AM,83.441646634837
2285,359333,3571,FAIRVIEW,RD,E,FAIRVIEW RD E,,,,,0,MNRCOL,OPEN,MISS,0,0,56.2664930375,349242,349275,,8/19/2025 11:52:36 AM,77.6047249371718
2286,353555,3042,BROOKS,DR, ,BROOKS DR,1135,1151,1134,1142,0,LOCAL,OPEN,MISS,0,0,158.6625463919,351511,351546,,8/19/2025 11:32:18 AM,219.218163490844
2287,353375,2802,APPLEWOOD,RD, ,APPLEWOOD RD,1476,1626,1475,1625,0,LOCAL,OPEN,MISS,0,0,533.7616537454,351511,351402,,8/19/2025 11:30:42 AM,737.208126888091
2288,360888,4394,MYRON,DR, ,MYRON DR,1376,1436,1359,1437,0,LOCAL,OPEN,MISS,0,0,265.2646140443,351644,351578,,8/19/2025 11:56:53 AM,366.270978837561
2289,362922,3440,DORMER,ST, ,DORMER ST,995,1001,1005,1009,0,LOCAL,OPEN,MISS,0,0,19.1528146234,351354,351352,,8/19/2025 11:49:23 AM,26.4823399722458
2290,354263,4224,MAPLE GROVE,AVE, ,MAPLE GROVE AVE,307,333,308,318,0,LOCAL,OPEN,MISS,0,0,100.4969506602,349954,350002,,8/19/2025 11:28:29 AM,138.847982253425
2291,360933,3810,HARCOURT,CRES, ,HARCOURT CRES,2250,2250,2243,2271,0,LOCAL,OPEN,MISS,0,0,99.7672316113,351044,351028,,8/19/2025 11:56:31 AM,137.888289613921
2292,353623,5354,WHITNEY,DR, ,WHITNEY DR,867,891,870,886,0,LOCAL,OPEN,MISS,0,0,104.396368794,351194,351208,,8/19/2025 11:48:29 AM,144.26039061908
2293,353618,3462,DUCHESS,DR, ,DUCHESS DR,839,849,838,850,0,LOCAL,OPEN,MISS,0,0,97.415063007,351124,351146,,8/19/2025 11:54:01 AM,134.64126101118
2294,360932,3810,HARCOURT,CRES, ,HARCOURT CRES,2150,2218,2151,2215,0,LOCAL,OPEN,MISS,0,0,246.8035806096,351124,351062,,8/19/2025 11:38:56 AM,340.863070255815
2295,353780,3864,HENSALL,ST, ,HENSALL ST,2548,2558,2533,2555,0,MNRCOL,OPEN,MISS,0,0,219.5132013524,350411,350314,,8/19/2025 11:30:31 AM,303.167543255119
2296,353604,4291,MELTON,DR, ,MELTON DR,749,749,744,756,0,LOCAL,OPEN,MISS,0,0,58.4387928092,350982,350999,,8/19/2025 11:27:49 AM,80.7467970992033
2297,352425,3468,DUNDAS,ST,E,DUNDAS ST E,405,405,420,420,0,ART,OPEN,MISS,0,0,68.7106936146,350222,350240,,8/19/2025 11:54:37 AM,94.9378311655237
2298,375320,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,63.2945716235,375318,373555,3/12/2003 12:09:43 PM,8/19/2025 11:55:44 AM,87.4059806962488
2299,353371,4458,OGDEN,AVE, ,OGDEN AVE,1598,1642,1603,1639,0,MJRCOL,OPEN,MISS,0,0,170.3133526327,351390,351346,,8/19/2025 11:30:09 AM,235.22890828753
2300,353376,5510,DEBORAH,DR, ,DEBORAH DR,,,1050,1050,0,LOCAL,OPEN,MISS,0,0,93.1772375047,351390,351413,,8/19/2025 11:49:35 AM,128.704056456012
2301,353558,4719,RIBSTON,RD, ,RIBSTON RD,939,963,930,962,0,LOCAL,OPEN,MISS,0,0,135.4740691055,351273,351294,,8/19/2025 11:52:39 AM,187.194121431131
2302,353579,3853,HEDGE,DR, ,HEDGE DR,863,879,860,872,0,LOCAL,OPEN,MISS,0,0,98.3877763241,351273,351252,,8/19/2025 11:30:08 AM,135.886672753338
2303,353124,5084,SYLVA,RD, ,SYLVA RD,1179,1193,1164,1190,0,LOCAL,OPEN,MISS,0,0,128.2314601375,351562,351578,,8/19/2025 11:42:51 AM,177.196995082792
2304,353121,3796,HAIG,BLVD, ,HAIG BLVD,1446,1470,1437,1463,0,MNRCOL,OPEN,MISS,0,0,85.091127152,351562,351546,,8/19/2025 11:26:29 AM,117.52235296002
2305,413983,4970,SOUTH SERVICE,RD,,SOUTH SERVICE RD,0,0,996,1016,0,MJRCOL,OPEN,MISS,0,0,114.4146315818,413981,351346,11/8/2004 9:32:43 AM,8/19/2025 11:33:08 AM,158.09531103666
2306,352716,4665,QUEENSWAY, ,E,QUEENSWAY E,755,755,,,0,ART,OPEN,PEEL,0,0,405.8026840547,350893,351010,,8/19/2025 11:37:36 AM,560.694256720363
2307,353462,3158,CAWTHRA,RD, ,CAWTHRA RD,2350,2370,2355,2395,0,ART,OPEN,PEEL,0,0,274.6269750625,350893,350793,,8/19/2025 11:27:55 AM,379.290236774843
2308,360423,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,0,0,0,0,0,MNRCOL,OPEN,MISS,0,1,39.0626627088,349547,349560,,8/19/2025 11:38:19 AM,53.953800221092
2309,375322,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,26.7925788419,375321,375318,3/12/2003 12:10:32 PM,8/19/2025 11:36:28 AM,37.0033658579714
2310,353605,4291,MELTON,DR, ,MELTON DR,773,813,762,802,0,LOCAL,OPEN,MISS,0,0,158.0218353013,350999,351033,,8/19/2025 11:29:52 AM,218.346072037424
2311,354264,4224,MAPLE GROVE,AVE, ,MAPLE GROVE AVE,337,369,346,364,0,LOCAL,OPEN,MISS,0,0,87.6743186481,350002,350044,,8/19/2025 11:38:41 AM,121.095973847153
2312,373500,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,151.6321921504,373498,373496,2/28/2003 8:24:15 AM,8/19/2025 11:27:05 AM,209.301311962941
2313,373499,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,111.3206436111,373498,373496,2/28/2003 8:23:46 AM,8/19/2025 11:31:59 AM,153.611692976316
2314,373504,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,70.9109406752,373502,373498,2/28/2003 8:25:44 AM,8/19/2025 11:48:37 AM,97.8602681277184
2315,428479,3863,HENSALL,CIR, ,HENSALL CIR,,,,,0,MNRCOL,OPEN,MISS,0,0,69.9992748123,428477,350240,7/13/2005 12:14:08 PM,8/19/2025 11:49:04 AM,96.7298596374552
2316,352726,4436,NORTH SERVICE,RD, ,NORTH SERVICE RD,981,999,,,0,MJRCOL,OPEN,MISS,0,0,111.2233852655,351316,351332,,8/19/2025 11:43:08 AM,153.685598827787
2317,353564,5330,WESTFIELD,DR, ,WESTFIELD DR,2016,2026,2019,2035,0,LOCAL,OPEN,MISS,0,0,97.1449785475,351316,351294,,8/19/2025 11:27:52 AM,134.178243612176
2318,353615,3810,HARCOURT,CRES, ,HARCOURT CRES,2232,2232,2235,2235,0,LOCAL,OPEN,MISS,0,0,52.7589749806,351062,351044,,8/19/2025 11:31:00 AM,72.8978833032668
2319,353373,3895,HOLBURNE,RD, ,HOLBURNE RD,1600,1636,1595,1633,0,LOCAL,OPEN,MISS,0,0,122.350582234,351413,351382,,8/19/2025 11:32:22 AM,168.984800864611
2320,360927,3853,HEDGE,DR, ,HEDGE DR,885,959,890,962,0,LOCAL,OPEN,MISS,0,0,240.1737062656,351252,351251,,8/19/2025 11:28:56 AM,331.90105562583
2321,353559,3861,HENLEY,RD, ,HENLEY RD,939,961,938,962,0,LOCAL,OPEN,MISS,0,0,139.907428298,351252,351274,,8/19/2025 11:42:42 AM,193.377541974264
2322,373509,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,62.5139804044,373507,373502,2/28/2003 8:26:50 AM,8/19/2025 11:57:08 AM,86.2182208511993
2323,353715,2894,BARTLETT,LANE, ,BARTLETT LANE,2218,2228,2217,2227,0,LOCAL,OPEN,MISS,0,0,102.6133403637,351062,351033,,8/19/2025 11:34:53 AM,141.717358595932
2324,373510,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,81.2306329381,373507,373505,2/28/2003 8:27:06 AM,8/19/2025 11:35:33 AM,112.223956381333
2325,373508,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,179.9204794843,373505,373507,2/28/2003 8:26:38 AM,8/19/2025 11:39:28 AM,248.412035833393
2326,428478,3863,HENSALL,CIR, ,HENSALL CIR,,,435,435,0,MNRCOL,OPEN,MISS,0,0,62.7241022255,428475,428477,7/13/2005 12:13:43 PM,8/19/2025 11:33:48 AM,86.6682699985374
2327,361366,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,41,41,20,50,0,MNRCOL,OPEN,MISS,0,0,62.2139408235,349208,349236,,8/19/2025 11:32:48 AM,85.9995473700068
2328,428483,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,170.0166626192,428480,428482,7/13/2005 12:23:12 PM,8/19/2025 11:27:52 AM,234.607210007814
2329,355097,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,365,389,0,0,0,MNRCOL,OPEN,MISS,0,0,101.2959861129,349641,349713,,8/19/2025 11:34:10 AM,139.66995421492
2330,355098,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,393,419,400,400,0,MNRCOL,OPEN,MISS,0,0,98.5886116351,349713,349763,,8/19/2025 11:55:26 AM,135.966465223483
2331,355096,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,7.4873804498,349635,349641,,8/19/2025 11:52:10 AM,10.3236825989917
2332,354261,5200,TRISHA DOWNS, , ,TRISHA DOWNS,3208,3316,3203,3317,0,LOCAL,OPEN,MISS,0,0,376.1379447944,349800,349641,,8/19/2025 11:54:29 AM,519.271091468211
2333,353565,5330,WESTFIELD,DR, ,WESTFIELD DR,2052,2064,2041,2065,0,LOCAL,OPEN,MISS,0,0,110.755842645,351294,351274,,8/19/2025 11:34:35 AM,152.983875141185
2334,355099,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,423,423,0,0,0,MNRCOL,OPEN,MISS,0,0,70.5464975278,349763,349800,,8/19/2025 11:34:04 AM,97.4462727775691
2335,353563,3948,INSLEY,RD, ,INSLEY RD,2034,2062,2045,2063,0,LOCAL,OPEN,MISS,0,0,210.5657301084,351332,351289,,8/19/2025 11:30:47 AM,290.845822392143
2336,359348,3863,HENSALL,CIR, ,HENSALL CIR,,,500,510,0,MNRCOL,OPEN,MISS,0,0,207.1205975419,350314,350405,,8/19/2025 11:44:34 AM,286.046939176935
2337,360428,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,105.4184273644,349168,349208,,8/19/2025 11:49:50 AM,145.618979359473
2338,353606,4291,MELTON,DR, ,MELTON DR,819,831,832,844,0,LOCAL,OPEN,MISS,0,0,83.2208356784,351033,351048,,8/19/2025 11:42:59 AM,114.993779422869
2339,361370,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,0,0,490,490,0,MNRCOL,OPEN,MISS,0,0,74.7793560082,349800,349835,,8/19/2025 11:49:29 AM,103.368442115817
2340,373568,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,37.3716432372,373565,373567,2/28/2003 8:55:33 AM,8/19/2025 11:49:32 AM,51.5951929098075
2341,373569,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,357.9892884749,373567,373565,2/28/2003 8:56:19 AM,8/19/2025 11:54:52 AM,494.337722449513
2342,353566,5330,WESTFIELD,DR, ,WESTFIELD DR,2088,2096,2087,2101,0,LOCAL,OPEN,MISS,0,0,104.731355811,351274,351251,,8/19/2025 11:45:10 AM,144.663149511467
2343,353560,3861,HENLEY,RD, ,HENLEY RD,981,1005,982,998,0,LOCAL,OPEN,MISS,0,0,111.3850203209,351274,351289,,8/19/2025 11:43:06 AM,153.924902152326
2344,353576,3984,JOHNATHAN,DR, ,JOHNATHAN DR,861,909,874,916,0,LOCAL,OPEN,MISS,0,0,190.7920876393,351095,351131,,8/19/2025 11:50:48 AM,263.649788563622
2345,353463,3158,CAWTHRA,RD, ,CAWTHRA RD,2390,2480,2399,2465,0,ART,OPEN,PEEL,0,0,317.2473624177,350793,350678,,8/19/2025 11:55:12 AM,438.178894902444
2346,359161,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,1547,1585,1580,1580,0,MNRCOL,OPEN,MISS,0,0,217.344843194,349062,349168,,8/19/2025 11:36:48 AM,300.102326892656
2347,353629,3254,CODY,LANE, ,CODY LANE,2250,2250,2249,2249,0,LOCAL,OPEN,MISS,0,0,95.1466054045,351048,351023,,8/19/2025 11:44:09 AM,131.42103450721
2348,353607,4291,MELTON,DR, ,MELTON DR,855,915,850,910,0,LOCAL,OPEN,MISS,0,0,244.7092051252,351048,351104,,8/19/2025 11:42:10 AM,338.137432394004
2349,375331,4349,MISSISSAUGA VALLEY,BLVD,,MISSISSAUGA VALLEY BLVD,0,0,0,0,0,MNRCOL,OPEN,MISS,0,0,88.2373990154,349835,375330,3/12/2003 12:50:10 PM,8/19/2025 11:45:50 AM,121.973743610929
2350,361143,2724,ACALA,CRES, ,ACALA CRES,3306,3374,3305,3385,0,LOCAL,OPEN,MISS,0,0,256.1785097836,349570,349459,,8/19/2025 11:27:11 AM,353.707227195109
2351,361144,4718,RHONDA VALLEY, , ,RHONDA VALLEY,3260,3346,3269,3341,0,LOCAL,OPEN,MISS,0,0,285.2058107775,349570,349459,,8/19/2025 11:49:21 AM,393.880356365955
