FID,SEG_ID,ST_NAME_ID,STNAME,SUFFIX,DIRECTION,FULLNAME,FROMLEFT,TOLEFT,FROMRIGHT,TORIGHT,ONEWAY,TYPE,STATUS,OWNER,FROM_ELEV,TO_ELEV,SEG_LENGTH,NODE_FROM,NODE_TO,CRTDT_GIS,UPDDT_GIS,Shape__Length
2352,354258,4718,RHONDA VALLEY, , ,RHONDA VALLEY,3246,3256,,,0,LOCAL,OPEN,MISS,0,0,70.1090582236,349580,349570,,8/19/2025 11:42:47 AM,96.9799085059612
2353,361145,4718,RHONDA VALLEY, , ,RHONDA VALLEY,3350,3380,3361,3361,0,LOCAL,OPEN,MISS,0,0,97.8737144063,349459,349404,,8/19/2025 11:34:17 AM,135.163581661415
2354,353567,5330,WESTFIELD,DR, ,WESTFIELD DR,2118,2118,2117,2143,0,LOCAL,OPEN,MISS,0,0,139.1058244542,351251,351218,,8/19/2025 11:52:57 AM,192.145944454851
2355,353580,3853,HEDGE,DR, ,HEDGE DR,985,1099,984,1098,0,LOCAL,OPEN,MISS,0,0,437.4374669802,351251,351325,,8/19/2025 11:36:49 AM,604.487530062765
2356,375329,3245,CLIFF,RD,N,CLIFF RD N,,,,,0,MNRCOL,OPEN,MISS,0,0,69.7510934172,375327,349712,3/12/2003 12:49:16 PM,8/19/2025 11:32:09 AM,96.185416885757
2357,362366,3863,HENSALL,CIR, ,HENSALL CIR,,,560,560,0,MNRCOL,OPEN,MISS,0,0,96.524337641,350405,350374,,8/19/2025 11:50:50 AM,133.294550935765
2358,353561,3861,HENLEY,RD, ,HENLEY RD,1011,1101,1020,1104,0,LOCAL,OPEN,MISS,0,0,325.6742733102,351289,351347,,8/19/2025 11:47:58 AM,450.015719921158
2359,354254,3999,KAREN PARK,CRES, ,KAREN PARK CRES,,,310,320,0,LOCAL,OPEN,MISS,0,0,70.3085038251,349712,349718,,8/19/2025 11:45:36 AM,97.2784067442835
2360,359356,7002,OBELISK,WAY, ,OBELISK WAY,,,,,0,LOCAL,OPEN,MISS,0,0,88.2608824004,349039,348996,,8/19/2025 11:53:03 AM,121.891259458334
2361,361380,9877,ELM,DR,E,ELM DR E,,,,,0,MNRCOL,OPEN,MISS,0,0,72.9021299862,349039,349062,,8/19/2025 11:33:33 AM,100.738037921484
2362,352427,3468,DUNDAS,ST,E,DUNDAS ST E,,,,,0,ART,OPEN,MISS,1,1,30.4135022975,350374,350386,,8/19/2025 11:52:47 AM,42.0235461888505
2363,352735,4970,SOUTH SERVICE,RD,,SOUTH SERVICE RD,0,0,1140,1160,0,MJRCOL,OPEN,MISS,0,0,157.5706569289,351402,351430,,8/19/2025 11:33:52 AM,217.735432460104
2364,354242,4156,LOLITA,GDNS, ,LOLITA GDNS,353,397,360,388,0,LOCAL,OPEN,MISS,0,0,159.8000173937,349940,350036,,8/19/2025 11:36:49 AM,220.473564030154
2365,354243,4156,LOLITA,GDNS, ,LOLITA GDNS,403,433,416,420,0,LOCAL,OPEN,MISS,0,0,100.2578007963,350036,350110,,8/19/2025 11:48:31 AM,138.282286165319
2366,361146,4099,LARA WOODS, , ,LARA WOODS,277,425,272,424,0,LOCAL,OPEN,MISS,0,0,434.3195294313,349940,350036,,8/19/2025 11:48:08 AM,599.86997817728
2367,355108,3245,CLIFF,RD,N,CLIFF RD N,,,,,0,MNRCOL,OPEN,MISS,0,0,138.3396099535,349580,349519,,8/19/2025 11:39:02 AM,190.935798477352
2368,354259,4718,RHONDA VALLEY, , ,RHONDA VALLEY,3400,3400,3369,3421,0,LOCAL,OPEN,MISS,0,0,104.9019088154,349404,349450,,8/19/2025 11:34:21 AM,144.981125825989
2369,360328,3796,HAIG,BLVD, ,HAIG BLVD,1616,1616,,,0,MNRCOL,OPEN,MISS,0,0,79.6439106272,351457,377644,,8/19/2025 11:30:14 AM,110.005159982296
2370,374395,3468,DUNDAS,ST,E,DUNDAS ST E,,,,,0,ART,OPEN,MISS,1,0,271.0488605768,350386,374394,3/3/2003 10:37:01 AM,8/19/2025 11:56:58 AM,374.530682588334
2371,352717,4665,QUEENSWAY, ,E,QUEENSWAY E,921,1105,,,0,ART,OPEN,PEEL,0,0,833.106257363,351010,351209,,8/19/2025 11:54:30 AM,1151.13548639947
2372,353999,3797,HAINES,RD, ,HAINES RD,2300,2416,2301,2375,0,MNRCOL,OPEN,MISS,0,0,287.8146936316,351010,350914,,8/19/2025 11:44:06 AM,397.547170657745
2373,360416,3714,GINGER DOWNS, , ,GINGER DOWNS,401,505,400,508,0,LOCAL,OPEN,MISS,0,0,335.0599986838,350110,350194,,8/19/2025 11:47:52 AM,462.806634784285
2374,354244,4156,LOLITA,GDNS, ,LOLITA GDNS,437,487,448,476,0,LOCAL,OPEN,MISS,0,0,172.6270293118,350110,350194,,8/19/2025 11:38:36 AM,238.101309300281
2375,353612,3101,CANDISH,LANE, ,CANDISH LANE,2218,2228,2217,2227,0,LOCAL,OPEN,MISS,0,0,103.4371771512,351131,351104,,8/19/2025 11:41:38 AM,142.876149584107
2376,353577,3984,JOHNATHAN,DR, ,JOHNATHAN DR,933,969,924,960,0,LOCAL,OPEN,MISS,0,0,162.4059019155,351131,351174,,8/19/2025 11:31:28 AM,224.414349150205
2377,354241,4156,LOLITA,GDNS, ,LOLITA GDNS,337,347,,,0,LOCAL,OPEN,MISS,0,0,65.9657191274,349903,349940,,8/19/2025 11:36:28 AM,91.0711140521419
2378,354253,3610,FIONA,TERR, ,FIONA TERR,277,375,278,370,0,LOCAL,OPEN,MISS,0,0,354.2296976095,349718,349723,,8/19/2025 11:57:27 AM,489.544755915441
2379,361142,3999,KAREN PARK,CRES, ,KAREN PARK CRES,315,437,326,440,0,LOCAL,OPEN,MISS,0,0,337.8973817091,349718,349723,,8/19/2025 11:33:17 AM,467.021260719751
2380,359160,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,75.7288267703,349024,349062,,8/19/2025 11:50:42 AM,104.523571398362
2381,359352,3998,KANEFF,CRES, ,KANEFF CRES,,,,,0,LOCAL,OPEN,MISS,0,0,60.2853740485,349024,348996,,8/19/2025 11:33:10 AM,83.2430170201376
2382,353568,5330,WESTFIELD,DR, ,WESTFIELD DR,2166,2194,2159,2195,0,LOCAL,OPEN,MISS,0,0,166.8829161568,351218,351174,,8/19/2025 11:28:13 AM,230.520849424096
2383,353571,2864,BALDWIN,RD, ,BALDWIN RD,987,999,986,1010,0,LOCAL,OPEN,MISS,0,0,117.3976205764,351218,351236,,8/19/2025 11:56:02 AM,162.281179911491
2384,360984,4410,NEEDHAM,LANE, ,NEEDHAM LANE,645,645,,,0,LOCAL,OPEN,MISS,0,0,82.9538855329,350654,350678,,8/19/2025 11:46:12 AM,114.624639988762
2385,362915,4410,NEEDHAM,LANE, ,NEEDHAM LANE,705,705,,,0,LOCAL,OPEN,MISS,0,0,166.9921755742,350654,350582,,8/19/2025 11:26:57 AM,230.61984685997
2386,375383,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,7.3127262358,375381,375376,3/12/2003 3:03:37 PM,8/19/2025 11:54:35 AM,10.1032264998728
2387,375385,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,93.2031566201,375381,375384,3/12/2003 3:04:35 PM,8/19/2025 11:28:14 AM,128.606355390239
2388,375379,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,33.5958415581,375376,375378,3/12/2003 2:59:14 PM,8/19/2025 11:33:46 AM,46.3718789631454
2389,375387,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,45.1131979764,375376,375386,3/12/2003 3:05:54 PM,8/19/2025 11:48:27 AM,62.3461928821412
2390,356233,3168,CENTRAL,PKY,E,CENTRAL PKY E,,,,,0,MJRCOL,OPEN,MISS,1,0,209.4394758423,349305,349401,,8/19/2025 11:46:56 AM,289.245669774651
2391,354257,3999,KAREN PARK,CRES, ,KAREN PARK CRES,,,570,580,0,LOCAL,OPEN,MISS,0,0,67.7783955725,349544,349519,,8/19/2025 11:29:19 AM,93.6714957356717
2392,355109,3245,CLIFF,RD,N,CLIFF RD N,,,3395,3395,0,MNRCOL,OPEN,MISS,0,0,100.1932332695,349519,349465,,8/19/2025 11:55:30 AM,138.312285270697
2393,377646,3796,HAIG,BLVD, ,HAIG BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,71.589216227,377644,351430,4/2/2003 8:42:35 AM,8/19/2025 11:31:43 AM,98.8773838907022
2394,375393,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,122.9096618288,375384,375390,3/12/2003 3:08:38 PM,8/19/2025 11:37:46 AM,169.671655551389
2395,375395,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,5.4974062975,375384,375394,3/12/2003 3:10:05 PM,8/19/2025 11:39:01 AM,7.60321923319877
2396,361137,4156,LOLITA,GDNS, ,LOLITA GDNS,493,565,530,620,0,LOCAL,OPEN,MISS,0,0,474.2999327974,350194,350337,,8/19/2025 11:57:16 AM,655.181746851163
2397,375396,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,40.6429278104,375394,375390,3/12/2003 3:10:05 PM,8/19/2025 11:49:05 AM,56.2077061932622
2398,375397,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,61.2387910048,375386,375394,3/12/2003 3:10:52 PM,8/19/2025 11:51:22 AM,84.5220684343208
2399,354260,4718,RHONDA VALLEY, , ,RHONDA VALLEY,,,3423,3429,0,LOCAL,OPEN,MISS,0,0,47.3558787269,349450,349465,,8/19/2025 11:33:14 AM,65.446311340358
2400,373291,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,214.5847389418,373270,373288,2/27/2003 11:41:14 AM,8/19/2025 11:53:38 AM,296.571914474035
2401,373294,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,72.6333436567,373270,351435,2/27/2003 11:42:04 AM,8/19/2025 11:37:17 AM,100.2888884814
2402,373271,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,703.0441776028,373268,373270,2/27/2003 11:34:13 AM,8/19/2025 11:44:25 AM,970.66210188275
2403,375389,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,14.4884448096,375386,375388,3/12/2003 3:06:52 PM,8/19/2025 11:48:19 AM,20.0031674523147
2404,353608,4291,MELTON,DR, ,MELTON DR,921,983,934,988,0,LOCAL,OPEN,MISS,0,0,230.9946304236,351104,351161,,8/19/2025 11:28:16 AM,319.196698672314
2405,360419,3158,CAWTHRA,RD, ,CAWTHRA RD,2500,2526,2495,2531,0,ART,OPEN,PEEL,0,0,202.1441037258,350678,350602,,8/19/2025 11:52:32 AM,279.191196546889
2406,352736,4970,SOUTH SERVICE,RD,,SOUTH SERVICE RD,0,0,0,0,0,MJRCOL,OPEN,MISS,0,0,16.6052003902,351430,351435,,8/19/2025 11:51:06 AM,22.9449007226694
2407,375399,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,38.1053131443,375390,375398,3/12/2003 3:11:18 PM,8/19/2025 11:47:15 AM,52.668664005737
2408,354252,4076,KRISTIN,GROV, ,KRISTIN GROV,255,349,256,354,0,LOCAL,OPEN,MISS,0,0,350.4009341141,349544,349652,,8/19/2025 11:48:32 AM,484.346018070671
2409,354256,3999,KAREN PARK,CRES, ,KAREN PARK CRES,475,555,470,566,0,LOCAL,OPEN,MISS,0,0,306.5111308213,349652,349544,,8/19/2025 11:56:42 AM,423.516312271945
2410,355110,3245,CLIFF,RD,N,CLIFF RD N,,,,,0,MNRCOL,OPEN,MISS,0,0,122.8067051782,349465,349401,,8/19/2025 11:38:23 AM,169.624460182951
2411,353569,3792,GUTHRIE,LANE, ,GUTHRIE LANE,2162,2184,2167,2181,0,LOCAL,OPEN,MISS,0,0,54.570042737,351236,351223,,8/19/2025 11:52:33 AM,75.3696220251747
2412,353572,2864,BALDWIN,RD, ,BALDWIN RD,1023,1035,1016,1044,0,LOCAL,OPEN,MISS,0,0,142.108819677,351236,351261,,8/19/2025 11:51:34 AM,196.432078831356
2413,375401,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,72.5921362914,375398,375400,3/12/2003 3:12:28 PM,8/19/2025 11:30:20 AM,100.350259177284
2414,375410,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,33.8944243917,375398,375409,3/12/2003 3:19:19 PM,8/19/2025 11:36:25 AM,46.8406585108392
2415,373269,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,84.7241745903,373266,373268,2/27/2003 11:32:27 AM,8/19/2025 11:28:35 AM,117.078709237981
2416,373282,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,285.4291580301,373268,373280,2/27/2003 11:38:38 AM,8/19/2025 11:52:17 AM,394.21482892069
2417,353578,3984,JOHNATHAN,DR, ,JOHNATHAN DR,975,1071,986,1072,0,LOCAL,OPEN,MISS,0,0,328.4466294697,351174,351242,,8/19/2025 11:49:31 AM,453.878608294259
2418,352745,3427,DIXIE,RD, ,DIXIE RD,,,1455,1463,0,MJRCLS,OPEN,PEEL,0,0,111.5174666229,351682,351656,,8/19/2025 11:52:25 AM,154.031296226526
2419,375413,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,32.7558682681,375409,375412,3/12/2003 3:22:18 PM,8/19/2025 11:42:22 AM,45.1961498304867
2420,353595,5010,STANFIELD,RD, ,STANFIELD RD,,,2015,2025,0,MNRCOL,OPEN,MISS,0,0,99.6892055048,351424,351397,,8/19/2025 11:28:51 AM,137.566325947414
2421,352728,4436,NORTH SERVICE,RD, ,NORTH SERVICE RD,1177,1191,,,0,MJRCOL,OPEN,MISS,0,0,161.1289861105,351424,351451,,8/19/2025 11:36:12 AM,222.638592781839
2422,375411,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,78.504046509,375409,375400,3/12/2003 3:20:01 PM,8/19/2025 11:44:49 AM,108.387930798473
2423,353596,5010,STANFIELD,RD, ,STANFIELD RD,2062,2062,,,0,MNRCOL,OPEN,MISS,0,0,38.6554700656,351359,351347,,8/19/2025 11:51:06 AM,53.3360187316717
2424,360929,5010,STANFIELD,RD, ,STANFIELD RD,,,,,0,MNRCOL,OPEN,MISS,0,0,90.7643928946,351393,351359,,8/19/2025 11:31:12 AM,125.164535700282
2425,353562,4194,MACINTOSH,CRES, ,MACINTOSH CRES,,,2043,2057,0,LOCAL,OPEN,MISS,0,0,108.5995681114,351393,351359,,8/19/2025 11:49:28 AM,149.893770621681
2426,375403,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,100.9204535659,375400,375402,3/12/2003 3:13:16 PM,8/19/2025 11:38:06 AM,139.649453408602
2427,375421,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,78.5642271925,375400,375420,3/12/2003 3:54:44 PM,8/19/2025 11:43:55 AM,108.454349503505
2428,353597,5010,STANFIELD,RD, ,STANFIELD RD,2078,2096,2067,2099,0,MNRCOL,OPEN,MISS,0,0,108.7977099395,351347,351325,,8/19/2025 11:31:41 AM,150.281197072588
2429,360928,5010,STANFIELD,RD, ,STANFIELD RD,,,,,0,MNRCOL,OPEN,MISS,0,0,14.9896347858,351397,351393,,8/19/2025 11:45:10 AM,20.6686929961156
2430,353584,4810,RUSSETT,RD, ,RUSSETT RD,1966,1978,1969,1981,0,LOCAL,OPEN,MISS,0,0,130.5725579805,351397,351421,,8/19/2025 11:37:56 AM,180.448877825802
2431,373277,106385,UNNAMED,UCOM,,UNNAMED UCOM,0,0,0,0,0,LOCAL,OPEN,PRIV,0,0,102.7690400272,373266,373273,2/27/2003 11:36:39 AM,8/19/2025 11:40:22 AM,141.922163700994
2432,353998,4316,MIDDLEGATE,RD, ,MIDDLEGATE RD,861,1055,850,1004,0,LOCAL,OPEN,MISS,0,0,833.6133514355,350914,351121,,8/19/2025 11:46:35 AM,1151.91317272892
2433,354000,3797,HAINES,RD, ,HAINES RD,2436,2520,2479,2525,0,MNRCOL,OPEN,MISS,0,0,443.2262293566,350914,350762,,8/19/2025 11:34:17 AM,612.240534255334
2434,353697,4157,LONDONDERRY,BLVD, ,LONDONDERRY BLVD,1373,1415,1378,1416,0,LOCAL,OPEN,MISS,0,0,193.0601304076,351656,351691,,8/19/2025 11:28:06 AM,266.763938912106
2435,360331,3427,DIXIE,RD, ,DIXIE RD,,,1485,1485,0,MJRCLS,OPEN,PEEL,0,0,65.2798191251,351656,351638,,8/19/2025 11:42:38 AM,90.1634488330121
2436,360417,4349,MISSISSAUGA VALLEY,BLVD, ,MISSISSAUGA VALLEY BLVD,575,575,614,652,0,MNRCOL,OPEN,MISS,0,0,169.7424460413,349988,350001,,8/19/2025 11:44:01 AM,234.864555105212
2437,373289,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,86.2043920575,373285,373288,2/27/2003 11:40:32 AM,8/19/2025 11:34:01 AM,118.894850354786
2438,373287,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,260.8202297435,373283,373285,2/27/2003 11:40:06 AM,8/19/2025 11:53:41 AM,360.410445011278
2439,360420,3158,CAWTHRA,RD, ,CAWTHRA RD,2542,2554,,,0,ART,OPEN,PEEL,0,0,129.2561649207,350602,350544,,8/19/2025 11:55:52 AM,178.492300164855
2440,375448,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,21.7978286883,375420,375447,3/13/2003 12:16:39 PM,8/19/2025 11:53:43 AM,30.103577164193
2441,375457,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,61.6527757784,375420,375447,3/13/2003 12:41:57 PM,8/19/2025 11:41:55 AM,85.1718148908842
2442,375454,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,52.1655916131,375450,375453,3/13/2003 12:18:20 PM,8/19/2025 11:34:51 AM,72.0980091402745
2443,375419,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,90.344271079,375402,375418,3/12/2003 3:51:50 PM,8/19/2025 11:51:50 AM,124.790922916061
2444,353570,5424,WYTON,CRT, ,WYTON CRT,2181,2191,2180,2192,0,LOCAL,OPEN,MISS,0,0,47.437776585,351261,351249,,8/19/2025 11:57:21 AM,65.4707251918796
2445,353573,2864,BALDWIN,RD, ,BALDWIN RD,1055,1115,1048,1122,0,LOCAL,OPEN,MISS,0,0,220.4455074303,351261,351242,,8/19/2025 11:54:31 AM,304.554451112297
2446,375451,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,63.7410944224,375447,375450,3/13/2003 12:17:37 PM,8/19/2025 11:36:17 AM,88.0015101337364
2447,373578,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,77.7823935348,373574,373576,2/28/2003 9:13:49 AM,8/19/2025 11:37:31 AM,107.258250166363
2448,371492,3427,DIXIE,RD,,DIXIE RD,1490,1490,1513,1513,0,MJRCLS,OPEN,PEEL,0,0,122.9271121437,351638,2500276,12/13/2002 3:36:02 PM,8/19/2025 11:29:50 AM,169.762974216053
2449,353609,4291,MELTON,DR, ,MELTON DR,999,1043,992,1048,0,LOCAL,OPEN,MISS,0,0,201.6672220788,351161,351210,,8/19/2025 11:44:28 AM,278.693639115105
2450,353602,4036,KILGORIE,CRT, ,KILGORIE CRT,2248,2260,2245,2255,0,LOCAL,OPEN,MISS,0,0,47.6204817972,351161,351147,,8/19/2025 11:40:30 AM,65.7836204927333
2451,354228,4933,SILVER CREEK,BLVD,,SILVER CREEK BLVD,543,543,0,0,0,MNRCOL,OPEN,MISS,0,0,53.6373996592,350189,350218,,8/19/2025 11:42:37 AM,74.0203057838486
2452,353598,5010,STANFIELD,RD, ,STANFIELD RD,2110,2114,2105,2105,0,MNRCOL,OPEN,MISS,0,0,38.2504021678,351325,351317,,8/19/2025 11:54:17 AM,52.8360225286918
2453,354255,3999,KAREN PARK,CRES, ,KAREN PARK CRES,455,459,444,466,0,LOCAL,OPEN,MISS,0,0,97.2633177565,349723,349652,,8/19/2025 11:31:55 AM,134.131555668348
2454,375211,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,15.0640762324,373449,375210,3/11/2003 11:35:09 AM,8/19/2025 11:52:49 AM,20.8294483673813
2455,353581,5164,TOLMAN,RD, ,TOLMAN RD,2012,2030,2015,2023,0,LOCAL,OPEN,MISS,0,0,114.6718788631,351451,351421,,8/19/2025 11:35:39 AM,158.144378834292
2456,352729,4436,NORTH SERVICE,RD, ,NORTH SERVICE RD,1215,1265,,,0,MJRCOL,OPEN,MISS,0,0,206.6922418331,351451,351484,,8/19/2025 11:26:47 AM,285.629138357739
2457,373274,106385,UNNAMED,UCOM,,UNNAMED UCOM,0,0,0,0,1,LOCAL,OPEN,PRIV,0,0,87.7117702986,373273,2500276,2/27/2003 11:35:46 AM,8/19/2025 11:42:59 AM,121.254421062031
2458,373281,106385,UNNAMED,UCOM,,UNNAMED UCOM,0,0,0,0,0,LOCAL,OPEN,PRIV,0,0,86.5445128734,373273,373280,2/27/2003 11:37:50 AM,8/19/2025 11:46:28 AM,119.530832200232
2459,375405,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,83.001203352,375402,375404,3/12/2003 3:14:04 PM,8/19/2025 11:42:18 AM,114.613643985282
2460,375407,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,85.7878046767,375402,375404,3/12/2003 3:16:15 PM,8/19/2025 11:50:17 AM,118.429546341909
2461,375209,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,50.4754626592,375207,373449,3/11/2003 11:33:59 AM,8/19/2025 11:31:52 AM,69.7561697133673
2462,375213,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,53.0974488334,373449,375207,3/11/2003 11:36:38 AM,8/19/2025 11:32:01 AM,73.3637823185262
2463,354239,3793,GWENDALE,CRES, ,GWENDALE CRES,3150,3166,3151,3173,0,LOCAL,OPEN,MISS,0,0,105.0208047805,350218,350179,,8/19/2025 11:44:04 AM,145.140401564629
2464,354229,4933,SILVER CREEK,BLVD, ,SILVER CREEK BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,12.4409183343,350218,350225,,8/19/2025 11:42:36 AM,17.168330867619
2465,353592,3766,GREENING,AVE, ,GREENING AVE,1123,1141,1126,1126,0,LOCAL,OPEN,MISS,0,0,96.8762145472,351317,351331,,8/19/2025 11:32:47 AM,133.916560211026
2466,353599,5010,STANFIELD,RD, ,STANFIELD RD,2118,2208,2149,2199,0,MNRCOL,OPEN,MISS,0,0,247.2779760533,351317,351267,,8/19/2025 11:46:02 AM,341.56506771738
2467,361132,4933,SILVER CREEK,BLVD, ,SILVER CREEK BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,23.5081223548,350225,350233,,8/19/2025 11:52:04 AM,32.4500604941959
2468,353585,4810,RUSSETT,RD, ,RUSSETT RD,,,,,0,LOCAL,OPEN,MISS,0,0,23.9901895991,351421,351425,,8/19/2025 11:44:06 AM,33.1498406773613
2469,353582,5164,TOLMAN,RD, ,TOLMAN RD,2044,2084,2049,2081,0,LOCAL,OPEN,MISS,0,0,192.3415700351,351421,351358,,8/19/2025 11:40:00 AM,265.274024331122
2470,352429,3468,DUNDAS,ST,E,DUNDAS ST E,707,775,700,760,0,ART,OPEN,MISS,1,0,268.1095509973,350544,350632,,8/19/2025 11:29:54 AM,370.493280231438
2471,361133,4933,SILVER CREEK,BLVD, ,SILVER CREEK BLVD,571,583,600,600,0,MNRCOL,OPEN,MISS,0,0,79.4738331719,350233,350268,,8/19/2025 11:46:27 AM,109.77572439667
2472,353586,4810,RUSSETT,RD, ,RUSSETT RD,2020,2080,2011,2081,0,LOCAL,OPEN,MISS,0,0,284.2975586519,351425,351405,,8/19/2025 11:54:43 AM,392.859055158947
2473,353630,4956,SNOW,CRES, ,SNOW CRES,2048,2082,2045,2081,0,LOCAL,OPEN,MISS,0,0,182.0825852951,351425,351387,,8/19/2025 11:38:38 AM,251.566773716678
2474,373284,106385,UNNAMED,UCOM, ,UNNAMED UCOM,,,,,0,LOCAL,OPEN,PRIV,0,0,137.1432119845,373280,373283,2/27/2003 11:39:08 AM,8/19/2025 11:53:29 AM,189.286418842213
2475,353583,5164,TOLMAN,RD, ,TOLMAN RD,2090,2114,2095,2113,0,LOCAL,OPEN,MISS,0,0,99.1014604761,351358,351331,,8/19/2025 11:33:14 AM,136.79037636402
2476,353589,4286,MELBA,RD, ,MELBA RD,1165,1201,1168,1192,0,LOCAL,OPEN,MISS,0,0,149.5620886455,351358,351387,,8/19/2025 11:51:51 AM,206.74825667233
2477,375208,106389,UNNAMED,URES, ,UNNAMED URES,,,,,0,LOCAL,OPEN,PRIV,0,0,36.1533352743,373446,375207,3/11/2003 11:33:59 AM,8/19/2025 11:52:10 AM,49.9544287919115
2478,353666,4762,ROMETOWN,DR,,ROMETOWN DR,1369,1423,1368,1424,0,LOCAL,OPEN,MISS,0,0,220.2433397306,2500276,351652,,8/19/2025 11:47:38 AM,304.341254608374
2479,413473,3427,DIXIE,RD,,DIXIE RD,0,0,1551,1569,0,ART,OPEN,PEEL,0,0,154.6669863912,2500276,413472,10/28/2004 8:48:15 AM,8/19/2025 11:53:24 AM,213.576641470763
2480,353696,4100,LARCHVIEW,TR, ,LARCHVIEW TR,1496,1510,1475,1487,0,LOCAL,OPEN,MISS,0,0,86.6939614811,351691,351673,,8/19/2025 11:28:01 AM,119.748768218224
2481,354233,3100,CANDELA,DR, ,CANDELA DR,3132,3140,,,0,LOCAL,OPEN,MISS,0,0,61.4193491499,350268,350239,,8/19/2025 11:53:50 AM,84.8361096598846
2482,354230,4933,SILVER CREEK,BLVD, ,SILVER CREEK BLVD,,,,,0,MNRCOL,OPEN,MISS,0,0,87.1715959301,350268,350302,,8/19/2025 11:34:44 AM,120.424075269542
2483,354240,3793,GWENDALE,CRES, ,GWENDALE CRES,3180,3200,3175,3205,0,LOCAL,OPEN,MISS,0,0,105.339533319,350179,350147,,8/19/2025 11:39:34 AM,145.499182780665
2484,361136,4091,LANA,TERR, ,LANA TERR,415,549,420,544,0,LOCAL,OPEN,MISS,0,0,428.5812250809,350179,350147,,8/19/2025 11:48:53 AM,591.793099681581
2485,354248,4311,MICHELLE,ROW, ,MICHELLE ROW,317,393,328,390,0,LOCAL,OPEN,MISS,0,0,261.7673066015,349688,349796,,8/19/2025 11:40:19 AM,361.608265704264
2486,354249,4311,MICHELLE,ROW, ,MICHELLE ROW,409,425,406,430,0,LOCAL,OPEN,MISS,0,0,87.2478031314,349796,349862,,8/19/2025 11:54:09 AM,120.308198978139
